Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date
LOAN01085,CUST02559,BR003,Education Loan,2728000.00,8.38,120,Active,2023-10-08
LOAN01086,CUST03338,BR046,Personal Loan,131000.00,12.86,12,Active,2023-08-05
LOAN01087,CUST01180,BR049,Auto Loan,1632000.00,10.37,48,Active,2022-02-24
LOAN01088,CUST04528,BR036,Auto Loan,1547000.00,10.21,84,Active,2018-11-12
LOAN01089,CUST04101,BR012,Auto Loan,943000.00,10.22,48,Active,2023-12-01
LOAN01090,CUST04154,BR041,Personal Loan,660000.00,13.40,12,Closed,2021-10-10
LOAN01091,CUST00316,BR045,Personal Loan,581000.00,11.20,24,Closed,2020-04-03
LOAN01092,CUST00024,BR007,Business Loan,618000.00,11.50,84,Defaulted,2020-04-15
LOAN01093,CUST00701,BR042,Home Loan,3233000.00,8.04,240,Defaulted,2021-01-14
LOAN01094,CUST03833,BR012,Education Loan,2862000.00,10.68,60,Active,2023-11-11
LOAN01095,CUST00229,BR005,Auto Loan,1543000.00,10.04,48,Closed,2019-05-25
LOAN01096,CUST02104,BR046,Personal Loan,498000.00,13.48,60,Defaulted,2023-10-27
LOAN01097,CUST03996,BR038,Personal Loan,231000.00,13.46,12,Closed,2022-10-07
LOAN01098,CUST02022,BR041,Personal Loan,787000.00,14.25,12,Defaulted,2018-10-13
LOAN01099,CUST04041,BR045,Home Loan,8120000.00,9.07,180,Active,2022-02-07
LOAN01100,CUST03428,BR028,Business Loan,1962000.00,12.43,36,Closed,2023-06-11
LOAN01101,CUST00612,BR010,Personal Loan,113000.00,14.58,12,Active,2023-08-30
LOAN01102,CUST02629,BR021,Personal Loan,799000.00,15.67,36,Closed,2018-08-01
LOAN01103,CUST03235,BR027,Business Loan,4456000.00,13.64,84,Active,2021-03-23
LOAN01104,CUST04877,BR028,Home Loan,7271000.00,8.00,240,Active,2023-03-04
LOAN01105,CUST02713,BR042,Personal Loan,366000.00,13.25,48,Closed,2017-05-14
LOAN01106,CUST03222,BR012,Auto Loan,848000.00,10.51,84,Active,2019-10-19
LOAN01107,CUST00939,BR031,Personal Loan,668000.00,12.32,12,Closed,2022-01-28
LOAN01108,CUST01918,BR045,Auto Loan,801000.00,10.24,36,In Arrears,2022-04-03
LOAN01109,CUST01226,BR049,Auto Loan,1854000.00,10.01,84,Active,2023-11-25
LOAN01110,CUST04241,BR010,Education Loan,298000.00,8.62,120,Active,2023-08-07
LOAN01111,CUST01058,BR031,Business Loan,6871000.00,10.45,84,Active,2023-02-20
LOAN01112,CUST03271,BR036,Auto Loan,760000.00,10.99,36,Closed,2021-02-09
LOAN01113,CUST01362,BR041,Home Loan,8725000.00,9.01,180,Active,2023-11-14
LOAN01114,CUST01602,BR033,Personal Loan,699000.00,11.83,48,Closed,2016-06-01
LOAN01115,CUST03299,BR023,Personal Loan,1085000.00,16.37,36,Closed,2018-10-08
LOAN01116,CUST03328,BR045,Home Loan,2629000.00,8.00,300,Active,2020-06-19
LOAN01117,CUST01980,BR049,Auto Loan,1052000.00,9.54,48,Active,2023-09-23
LOAN01118,CUST01987,BR005,Home Loan,7363000.00,7.91,120,Active,2022-09-23
LOAN01119,CUST04360,BR005,Home Loan,5994000.00,7.72,300,Active,2022-04-02
LOAN01120,CUST02145,BR043,Personal Loan,841000.00,16.19,12,Closed,2022-03-16
LOAN01121,CUST04135,BR020,Home Loan,4553000.00,8.90,240,Active,2022-11-08
LOAN01122,CUST01926,BR004,Home Loan,5274000.00,8.72,180,Active,2018-10-12
LOAN01123,CUST01113,BR024,Home Loan,4783000.00,9.47,120,Active,2023-11-18
LOAN01124,CUST00583,BR041,Gold Loan,693000.00,11.55,12,Active,2023-12-01
LOAN01125,CUST01162,BR009,Personal Loan,1101000.00,13.97,36,Active,2023-02-22
LOAN01126,CUST02472,BR013,Auto Loan,2111000.00,11.47,84,Defaulted,2022-02-08
LOAN01127,CUST00657,BR039,Auto Loan,725000.00,9.73,60,Active,2023-04-06
LOAN01128,CUST03234,BR037,Home Loan,7268000.00,8.57,240,Active,2019-06-06
LOAN01129,CUST02785,BR013,Business Loan,7490000.00,13.10,84,Active,2022-08-23
LOAN01130,CUST00346,BR028,Home Loan,1620000.00,7.85,300,Active,2022-02-17
LOAN01131,CUST04968,BR018,Personal Loan,1059000.00,12.28,48,Active,2021-09-13
LOAN01132,CUST02827,BR010,Home Loan,6081000.00,7.92,120,Active,2023-09-29
LOAN01133,CUST04675,BR041,Personal Loan,926000.00,14.50,36,Closed,2020-09-08
LOAN01134,CUST02966,BR005,Education Loan,908000.00,10.17,84,Active,2023-09-15
LOAN01135,CUST04534,BR020,Auto Loan,644000.00,11.47,36,Active,2022-09-15
LOAN01136,CUST03715,BR044,Education Loan,3267000.00,10.64,120,Active,2023-07-27
LOAN01137,CUST03896,BR011,Personal Loan,1106000.00,12.02,36,Active,2021-10-27
LOAN01138,CUST00481,BR025,Auto Loan,1087000.00,11.42,48,Active,2023-03-04
LOAN01139,CUST04771,BR014,Home Loan,4467000.00,8.74,180,Active,2021-06-19
LOAN01140,CUST00905,BR013,Home Loan,4162000.00,8.85,120,Active,2023-12-29
LOAN01141,CUST00956,BR005,Personal Loan,203000.00,13.46,24,Closed,2018-11-26
LOAN01142,CUST04793,BR010,Education Loan,2953000.00,9.11,84,Closed,2021-02-19
LOAN01143,CUST00919,BR032,Education Loan,1270000.00,8.04,120,Active,2023-09-18
LOAN01144,CUST04021,BR007,Home Loan,9116000.00,7.60,240,Defaulted,2023-05-09
LOAN01145,CUST00845,BR030,Business Loan,4751000.00,14.16,120,Active,2023-06-08
LOAN01146,CUST02454,BR014,Home Loan,7858000.00,7.83,120,In Arrears,2022-01-04
LOAN01147,CUST00560,BR044,Home Loan,2526000.00,7.59,180,Active,2018-07-14
LOAN01148,CUST04854,BR006,Gold Loan,61000.00,10.57,24,Closed,2020-09-02
LOAN01149,CUST01921,BR006,Home Loan,8248000.00,8.97,120,Closed,2023-03-25
LOAN01150,CUST00699,BR013,Home Loan,6140000.00,8.22,180,Active,2023-10-09
LOAN01151,CUST04070,BR017,Home Loan,4261000.00,7.88,300,Active,2022-08-08
LOAN01152,CUST04208,BR001,Business Loan,5494000.00,12.34,36,Defaulted,2020-06-22
LOAN01153,CUST00879,BR021,Home Loan,5254000.00,8.64,120,Active,2021-08-28
LOAN01154,CUST04854,BR006,Auto Loan,1791000.00,9.77,84,In Arrears,2020-11-02
LOAN01155,CUST00636,BR005,Home Loan,3541000.00,8.72,240,Active,2016-06-01
LOAN01156,CUST04631,BR021,Personal Loan,63000.00,15.40,60,Active,2023-09-10
LOAN01157,CUST04658,BR040,Education Loan,1450000.00,8.10,120,Active,2017-02-20
LOAN01158,CUST04973,BR032,Home Loan,2144000.00,7.80,240,Active,2017-03-08
LOAN01159,CUST02609,BR021,Personal Loan,781000.00,14.84,12,Active,2023-07-20
LOAN01160,CUST04431,BR039,Education Loan,2719000.00,8.49,120,Active,2022-11-26
LOAN01161,CUST03874,BR022,Home Loan,3222000.00,8.60,300,Defaulted,2023-12-23
LOAN01162,CUST00516,BR011,Business Loan,6606000.00,10.55,84,Active,2019-09-13
LOAN01163,CUST04237,BR044,Business Loan,4125000.00,10.42,36,Closed,2020-07-14
LOAN01164,CUST03054,BR049,Personal Loan,1144000.00,15.59,48,Closed,2020-02-23
LOAN01165,CUST04839,BR009,Personal Loan,117000.00,11.18,60,Active,2023-03-27
LOAN01166,CUST04931,BR008,Home Loan,4607000.00,7.63,240,Defaulted,2021-08-18
LOAN01167,CUST01074,BR026,Education Loan,967000.00,10.46,120,Active,2017-10-01
LOAN01168,CUST02048,BR007,Personal Loan,852000.00,11.48,36,Closed,2020-01-30
LOAN01169,CUST01589,BR035,Home Loan,6212000.00,8.43,300,Active,2022-05-31
LOAN01170,CUST00582,BR043,Home Loan,3418000.00,7.56,180,Active,2021-02-06
LOAN01171,CUST03919,BR010,Auto Loan,319000.00,9.29,36,Active,2023-02-27
LOAN01172,CUST01426,BR012,Auto Loan,1612000.00,10.02,84,Defaulted,2023-01-10
LOAN01173,CUST01580,BR012,Business Loan,1069000.00,11.50,84,Active,2020-12-22
LOAN01174,CUST01716,BR032,Home Loan,1904000.00,8.18,180,In Arrears,2022-08-04
LOAN01175,CUST01952,BR049,Home Loan,3919000.00,8.05,120,Closed,2021-06-17
LOAN01176,CUST01018,BR025,Home Loan,3436000.00,9.38,240,In Arrears,2022-08-23
LOAN01177,CUST02621,BR036,Home Loan,3408000.00,7.67,300,Active,2019-01-22
LOAN01178,CUST04912,BR002,Home Loan,6273000.00,9.22,180,Active,2023-01-22
LOAN01179,CUST02759,BR027,Business Loan,3088000.00,13.30,120,Active,2018-09-18
LOAN01180,CUST03172,BR023,Auto Loan,1646000.00,8.77,84,In Arrears,2023-12-05
LOAN01181,CUST00981,BR014,Home Loan,7918000.00,9.39,240,Active,2023-05-01
LOAN01182,CUST04788,BR018,Personal Loan,513000.00,15.67,48,Defaulted,2018-01-23
LOAN01183,CUST03229,BR033,Auto Loan,867000.00,10.19,48,Active,2023-09-30
LOAN01184,CUST02626,BR007,Home Loan,5976000.00,7.74,240,In Arrears,2020-12-25
LOAN01185,CUST01865,BR048,Business Loan,6249000.00,13.47,60,Active,2023-11-26
LOAN01186,CUST00565,BR025,Auto Loan,468000.00,9.66,84,Active,2023-06-23
LOAN01187,CUST00309,BR023,Gold Loan,311000.00,12.01,12,Closed,2023-11-11
LOAN01188,CUST03334,BR016,Education Loan,1324000.00,10.37,60,Active,2021-05-31
LOAN01189,CUST00199,BR043,Business Loan,2007000.00,13.31,120,Active,2023-09-05
LOAN01190,CUST02068,BR008,Personal Loan,651000.00,14.18,60,Active,2022-06-21
LOAN01191,CUST01102,BR034,Personal Loan,273000.00,13.10,12,Closed,2020-09-12
LOAN01192,CUST03881,BR033,Home Loan,9458000.00,9.32,180,In Arrears,2023-01-18
LOAN01193,CUST04933,BR006,Personal Loan,994000.00,15.50,60,Active,2022-09-29
LOAN01194,CUST04595,BR024,Home Loan,3457000.00,8.97,120,Active,2021-05-13
LOAN01195,CUST01862,BR007,Personal Loan,290000.00,15.91,36,Active,2023-12-29
LOAN01196,CUST03782,BR011,Business Loan,3551000.00,10.51,84,Closed,2023-10-09
LOAN01197,CUST01397,BR044,Personal Loan,1039000.00,12.19,36,Active,2022-01-23
LOAN01198,CUST03054,BR049,Home Loan,3283000.00,8.73,300,Active,2020-12-09
LOAN01199,CUST03060,BR039,Gold Loan,375000.00,12.41,24,Active,2023-11-30
LOAN01200,CUST03131,BR050,Home Loan,7638000.00,9.38,300,Active,2016-03-20
LOAN01201,CUST02754,BR044,Auto Loan,1174000.00,9.18,60,Active,2023-05-05
LOAN01202,CUST00426,BR004,Auto Loan,263000.00,10.24,60,Closed,2018-05-11
LOAN01203,CUST01603,BR025,Home Loan,2649000.00,8.99,240,Active,2022-05-31
LOAN01204,CUST01469,BR007,Home Loan,2404000.00,9.41,180,Active,2018-05-05
LOAN01205,CUST04157,BR017,Home Loan,6104000.00,7.93,180,Active,2022-02-06
LOAN01206,CUST03243,BR043,Home Loan,4837000.00,8.30,240,Active,2022-04-03
LOAN01207,CUST03380,BR014,Auto Loan,1442000.00,8.92,60,Defaulted,2020-04-23
LOAN01208,CUST04893,BR036,Auto Loan,1232000.00,10.10,60,Active,2022-04-30
LOAN01209,CUST01350,BR042,Education Loan,3082000.00,10.97,84,Active,2017-10-04
LOAN01210,CUST02499,BR006,Home Loan,8867000.00,7.62,240,Active,2021-05-10
LOAN01211,CUST04349,BR006,Personal Loan,172000.00,16.25,48,Active,2023-03-31
LOAN01212,CUST04203,BR003,Personal Loan,867000.00,13.16,60,Active,2023-08-03
LOAN01213,CUST01554,BR002,Personal Loan,292000.00,13.12,12,Active,2023-09-24
LOAN01214,CUST03559,BR006,Personal Loan,279000.00,11.46,12,Closed,2022-12-21
LOAN01215,CUST01191,BR019,Education Loan,2923000.00,10.59,84,Active,2020-11-12
LOAN01216,CUST00071,BR028,Personal Loan,599000.00,12.59,24,Closed,2020-07-26
LOAN01217,CUST04217,BR031,Home Loan,8969000.00,9.43,240,Active,2019-11-21
LOAN01218,CUST02069,BR024,Personal Loan,986000.00,14.84,24,Closed,2017-04-03
LOAN01219,CUST03134,BR043,Home Loan,2374000.00,7.96,180,Active,2023-01-31
LOAN01220,CUST04251,BR045,Personal Loan,1021000.00,13.50,60,Closed,2020-01-20
LOAN01221,CUST04007,BR033,Business Loan,3924000.00,11.83,60,Active,2023-10-12
LOAN01222,CUST01524,BR040,Personal Loan,1196000.00,14.56,24,Active,2023-04-16
LOAN01223,CUST03353,BR006,Home Loan,3778000.00,8.91,240,Defaulted,2023-10-23
LOAN01224,CUST01331,BR038,Home Loan,4228000.00,8.13,240,Active,2018-07-27
LOAN01225,CUST00217,BR035,Home Loan,7562000.00,7.77,120,Active,2021-01-19
LOAN01226,CUST00151,BR014,Personal Loan,628000.00,11.34,60,Active,2023-11-12
LOAN01227,CUST04000,BR049,Personal Loan,792000.00,13.65,60,Active,2020-06-23
LOAN01228,CUST02018,BR013,Personal Loan,111000.00,13.68,60,Active,2023-10-03
LOAN01229,CUST02127,BR027,Business Loan,5215000.00,10.13,36,Active,2023-02-12
LOAN01230,CUST01168,BR029,Personal Loan,371000.00,13.17,48,Active,2023-01-15
LOAN01231,CUST03281,BR044,Gold Loan,704000.00,9.91,24,Closed,2019-03-19
LOAN01232,CUST04796,BR045,Home Loan,5950000.00,7.61,120,Active,2023-11-17
LOAN01233,CUST01193,BR045,Home Loan,4823000.00,9.16,120,Active,2023-10-08
LOAN01234,CUST03217,BR035,Education Loan,2270000.00,9.30,120,In Arrears,2023-07-06
LOAN01235,CUST04485,BR005,Personal Loan,305000.00,11.69,24,Defaulted,2022-09-20
LOAN01236,CUST01470,BR015,Personal Loan,889000.00,13.26,36,Active,2023-08-24
LOAN01237,CUST02363,BR035,Personal Loan,297000.00,16.36,12,Closed,2018-03-13
LOAN01238,CUST03247,BR010,Education Loan,2407000.00,10.77,84,Closed,2021-06-07
LOAN01239,CUST00340,BR006,Auto Loan,1676000.00,9.69,84,Active,2022-12-26
LOAN01240,CUST04042,BR005,Auto Loan,2064000.00,9.94,36,Active,2022-12-18
LOAN01241,CUST02162,BR016,Education Loan,876000.00,9.12,84,Active,2022-05-06
LOAN01242,CUST01524,BR040,Home Loan,5187000.00,9.26,300,Active,2023-07-25
LOAN01243,CUST02617,BR043,Business Loan,7001000.00,13.09,36,Defaulted,2023-01-28
LOAN01244,CUST04138,BR047,Education Loan,675000.00,8.10,60,In Arrears,2022-04-26
LOAN01245,CUST04607,BR019,Personal Loan,785000.00,11.30,24,Closed,2020-12-26
LOAN01246,CUST02203,BR009,Home Loan,2571000.00,7.61,300,Active,2023-11-12
LOAN01247,CUST01279,BR003,Auto Loan,1987000.00,10.05,84,Active,2021-12-16
LOAN01248,CUST00465,BR011,Personal Loan,704000.00,11.06,24,Closed,2017-06-08
LOAN01249,CUST03091,BR047,Gold Loan,729000.00,11.26,24,Closed,2021-12-31
LOAN01250,CUST00688,BR011,Home Loan,2671000.00,8.27,180,Defaulted,2022-03-30
LOAN01251,CUST03647,BR044,Gold Loan,265000.00,11.41,12,Closed,2023-10-14
LOAN01252,CUST00520,BR045,Personal Loan,322000.00,13.24,12,Closed,2023-08-28
LOAN01253,CUST03160,BR032,Personal Loan,659000.00,15.19,36,Closed,2020-10-16
LOAN01254,CUST00684,BR047,Auto Loan,1226000.00,9.23,60,Active,2023-01-22
LOAN01255,CUST00669,BR041,Personal Loan,317000.00,11.98,60,Active,2020-01-21
LOAN01256,CUST01965,BR016,Auto Loan,733000.00,11.26,60,Active,2022-10-04
LOAN01257,CUST01805,BR042,Education Loan,1480000.00,8.08,60,Active,2023-01-18
LOAN01258,CUST02733,BR010,Business Loan,2170000.00,10.58,120,Active,2019-12-27
LOAN01259,CUST04097,BR005,Personal Loan,198000.00,13.54,24,Active,2023-12-30
LOAN01260,CUST02127,BR027,Education Loan,2102000.00,10.95,60,Active,2020-10-10
LOAN01261,CUST01859,BR008,Personal Loan,884000.00,15.87,48,Active,2023-08-30
LOAN01262,CUST04866,BR001,Home Loan,2531000.00,8.51,300,Defaulted,2022-11-11
LOAN01263,CUST01137,BR031,Business Loan,2961000.00,13.73,60,Active,2020-09-22
LOAN01264,CUST03178,BR002,Education Loan,1930000.00,9.10,60,Active,2023-07-24
LOAN01265,CUST03369,BR037,Auto Loan,657000.00,11.48,36,Closed,2019-03-04
LOAN01266,CUST02401,BR027,Home Loan,4230000.00,8.14,300,Active,2021-04-15
LOAN01267,CUST02238,BR035,Auto Loan,2106000.00,11.46,36,Active,2023-05-01
LOAN01268,CUST01441,BR030,Personal Loan,199000.00,13.37,60,Closed,2019-02-02
LOAN01269,CUST01861,BR048,Personal Loan,1154000.00,12.36,48,Defaulted,2020-05-18
LOAN01270,CUST03116,BR023,Home Loan,6090000.00,7.73,120,Active,2023-10-25
LOAN01271,CUST00577,BR010,Personal Loan,54000.00,12.97,48,Active,2020-07-06
LOAN01272,CUST03197,BR004,Home Loan,7286000.00,8.36,120,Active,2023-11-17
LOAN01273,CUST00930,BR028,Home Loan,5925000.00,9.00,240,Active,2023-09-12
LOAN01274,CUST00064,BR047,Personal Loan,1161000.00,15.35,60,Active,2023-09-14
LOAN01275,CUST03078,BR029,Auto Loan,880000.00,9.07,36,Closed,2021-03-04
LOAN01276,CUST03547,BR034,Auto Loan,700000.00,10.96,48,Active,2020-08-09
LOAN01277,CUST03190,BR042,Home Loan,2724000.00,8.31,120,Active,2023-03-03
LOAN01278,CUST00957,BR047,Education Loan,2035000.00,9.65,120,Active,2023-03-10
LOAN01279,CUST02448,BR040,Gold Loan,720000.00,9.58,24,Closed,2015-09-03
LOAN01280,CUST00890,BR016,Gold Loan,161000.00,9.13,12,Closed,2022-04-04
LOAN01281,CUST02945,BR027,Auto Loan,765000.00,10.06,60,Active,2019-11-23
LOAN01282,CUST03502,BR003,Education Loan,2074000.00,9.89,60,Active,2019-12-31
LOAN01283,CUST04200,BR048,Home Loan,7003000.00,8.10,240,Active,2021-12-13
LOAN01284,CUST00076,BR049,Personal Loan,684000.00,12.78,48,Active,2021-05-28
LOAN01285,CUST03916,BR010,Gold Loan,770000.00,11.96,12,Closed,2023-06-05
LOAN01286,CUST04431,BR039,Home Loan,7622000.00,8.28,180,Active,2023-07-28
LOAN01287,CUST00722,BR009,Education Loan,3222000.00,9.90,120,Active,2021-08-31
LOAN01288,CUST04514,BR045,Home Loan,4692000.00,8.18,300,Active,2020-08-14
LOAN01289,CUST03201,BR026,Home Loan,6460000.00,9.01,300,Active,2019-09-27
LOAN01290,CUST01157,BR009,Business Loan,6165000.00,10.70,120,Active,2017-05-14
LOAN01291,CUST04044,BR029,Business Loan,5436000.00,11.81,60,Active,2022-05-11
LOAN01292,CUST02916,BR039,Education Loan,859000.00,9.89,120,Closed,2019-04-24
LOAN01293,CUST04578,BR026,Business Loan,2584000.00,10.88,36,Active,2022-05-20
LOAN01294,CUST00993,BR029,Home Loan,4600000.00,7.96,120,Active,2022-10-15
LOAN01295,CUST01719,BR048,Education Loan,972000.00,8.43,120,Active,2017-12-26
LOAN01296,CUST03841,BR040,Personal Loan,537000.00,14.40,36,Closed,2021-12-05
LOAN01297,CUST01466,BR042,Personal Loan,915000.00,16.01,48,Active,2023-10-09
LOAN01298,CUST00340,BR006,Gold Loan,716000.00,10.80,24,Active,2023-01-05
LOAN01299,CUST02815,BR032,Gold Loan,764000.00,11.47,36,Closed,2021-06-13
LOAN01300,CUST04593,BR018,Home Loan,4596000.00,8.12,120,Active,2022-02-03
LOAN01301,CUST04017,BR043,Auto Loan,2123000.00,9.29,84,Closed,2016-11-16
LOAN01302,CUST01364,BR031,Education Loan,233000.00,9.29,120,Active,2023-03-07
LOAN01303,CUST02814,BR021,Home Loan,8701000.00,9.34,300,Active,2023-11-29
LOAN01304,CUST00152,BR042,Business Loan,6289000.00,13.14,36,Defaulted,2023-01-28
LOAN01305,CUST00005,BR011,Auto Loan,1075000.00,10.09,60,Active,2023-10-16
LOAN01306,CUST03471,BR012,Auto Loan,1584000.00,8.52,84,Closed,2019-12-08
LOAN01307,CUST00801,BR043,Personal Loan,512000.00,11.96,48,Closed,2020-03-26
LOAN01308,CUST02088,BR013,Auto Loan,2200000.00,8.70,48,Active,2023-08-06
LOAN01309,CUST02277,BR008,Gold Loan,254000.00,11.34,12,Closed,2022-04-01
LOAN01310,CUST02897,BR050,Auto Loan,1040000.00,8.72,36,Active,2022-11-08
LOAN01311,CUST04055,BR010,Business Loan,5224000.00,14.21,36,Closed,2020-02-22
LOAN01312,CUST02608,BR008,Auto Loan,321000.00,8.79,60,Closed,2016-01-10
LOAN01313,CUST03688,BR035,Personal Loan,128000.00,11.41,36,Active,2022-06-19
LOAN01314,CUST02104,BR046,Auto Loan,1395000.00,10.18,84,Active,2023-07-12
LOAN01315,CUST03342,BR007,Home Loan,7375000.00,7.99,240,Active,2023-08-07
LOAN01316,CUST00917,BR006,Home Loan,7178000.00,7.90,180,Active,2022-06-23
LOAN01317,CUST00148,BR003,Personal Loan,805000.00,15.08,36,Closed,2019-05-24
LOAN01318,CUST01538,BR002,Home Loan,8782000.00,7.91,180,Defaulted,2017-02-17
LOAN01319,CUST02899,BR044,Home Loan,1622000.00,9.09,120,Active,2023-10-25
LOAN01320,CUST01770,BR047,Home Loan,4260000.00,9.29,300,Active,2018-05-31
LOAN01321,CUST00761,BR011,Home Loan,2108000.00,8.78,300,Active,2023-09-15
LOAN01322,CUST04403,BR016,Personal Loan,280000.00,11.13,24,Closed,2017-12-30
LOAN01323,CUST02789,BR037,Education Loan,1081000.00,8.25,60,In Arrears,2023-11-26
LOAN01324,CUST01737,BR014,Home Loan,8479000.00,7.77,120,Active,2023-03-11
LOAN01325,CUST00491,BR048,Auto Loan,1904000.00,8.99,36,Defaulted,2018-06-14
LOAN01326,CUST03045,BR050,Auto Loan,792000.00,8.52,48,Active,2021-05-18
LOAN01327,CUST03551,BR033,Home Loan,5925000.00,7.57,120,Active,2023-05-17
LOAN01328,CUST02194,BR005,Personal Loan,720000.00,14.98,60,Active,2023-04-24
LOAN01329,CUST01567,BR025,Home Loan,7976000.00,8.08,240,Defaulted,2017-08-23
LOAN01330,CUST03234,BR037,Personal Loan,1130000.00,12.75,24,Defaulted,2020-07-30
LOAN01331,CUST04859,BR026,Business Loan,4684000.00,12.14,84,Active,2023-10-27
LOAN01332,CUST00663,BR017,Auto Loan,1599000.00,11.17,84,Active,2020-12-14
LOAN01333,CUST03054,BR049,Business Loan,953000.00,13.81,120,Defaulted,2022-10-26
LOAN01334,CUST04604,BR015,Personal Loan,1080000.00,14.35,24,Defaulted,2020-08-20
LOAN01335,CUST03217,BR035,Auto Loan,1061000.00,11.40,36,Active,2023-01-08
LOAN01336,CUST02342,BR018,Personal Loan,595000.00,14.56,12,Closed,2019-12-27
LOAN01337,CUST03140,BR009,Personal Loan,359000.00,14.61,60,Closed,2018-08-09
LOAN01338,CUST01410,BR030,Education Loan,305000.00,9.17,84,Active,2023-02-14
LOAN01339,CUST02536,BR002,Auto Loan,927000.00,9.16,60,Active,2023-11-16
LOAN01340,CUST04451,BR043,Education Loan,647000.00,8.02,60,Closed,2021-10-21
LOAN01341,CUST02956,BR028,Home Loan,7754000.00,7.91,300,Active,2021-05-07
LOAN01342,CUST04828,BR044,Gold Loan,333000.00,10.46,24,Active,2022-10-20
LOAN01343,CUST03403,BR050,Personal Loan,1006000.00,13.19,24,Active,2023-03-01
LOAN01344,CUST02888,BR036,Personal Loan,1101000.00,15.04,48,Active,2023-08-07
LOAN01345,CUST02057,BR031,Auto Loan,1435000.00,9.91,84,Active,2023-06-23
LOAN01346,CUST03159,BR015,Business Loan,1637000.00,11.21,84,Active,2023-05-08
LOAN01347,CUST00078,BR039,Auto Loan,2196000.00,8.68,84,Active,2023-03-05
LOAN01348,CUST01559,BR004,Education Loan,3226000.00,10.34,60,Active,2023-04-11
LOAN01349,CUST03244,BR008,Home Loan,5319000.00,7.96,120,Active,2023-02-14
LOAN01350,CUST01106,BR011,Gold Loan,691000.00,9.56,24,Active,2023-03-10
LOAN01351,CUST00590,BR022,Personal Loan,215000.00,15.98,60,Active,2022-10-19
LOAN01352,CUST01511,BR009,Home Loan,6842000.00,9.27,120,Closed,2021-11-28
LOAN01353,CUST00015,BR021,Business Loan,1622000.00,13.78,60,Closed,2019-04-21
LOAN01354,CUST00376,BR015,Auto Loan,723000.00,9.20,60,Active,2023-10-11
LOAN01355,CUST03162,BR001,Gold Loan,134000.00,10.54,12,Closed,2019-12-24
LOAN01356,CUST02365,BR029,Business Loan,4382000.00,10.89,60,Active,2020-09-17
LOAN01357,CUST02436,BR029,Auto Loan,1883000.00,9.24,84,Active,2023-02-02
LOAN01358,CUST01442,BR035,Auto Loan,1809000.00,9.21,84,Active,2023-10-16
LOAN01359,CUST02818,BR045,Personal Loan,293000.00,14.10,24,Closed,2017-04-13
LOAN01360,CUST01449,BR008,Home Loan,2191000.00,7.53,240,Closed,2023-06-09
LOAN01361,CUST02949,BR032,Home Loan,4868000.00,9.23,180,Active,2022-09-24
LOAN01362,CUST02311,BR017,Gold Loan,454000.00,11.73,36,Active,2022-06-17
LOAN01363,CUST04915,BR007,Gold Loan,482000.00,11.97,36,Closed,2020-02-21
LOAN01364,CUST04360,BR005,Auto Loan,506000.00,11.50,36,Active,2022-06-14
LOAN01365,CUST00799,BR030,Auto Loan,539000.00,8.52,84,Active,2023-10-01
LOAN01366,CUST00848,BR032,Auto Loan,1824000.00,9.91,84,Active,2022-08-12
LOAN01367,CUST02098,BR019,Gold Loan,654000.00,11.65,36,Closed,2018-02-26
LOAN01368,CUST04172,BR015,Auto Loan,1913000.00,9.99,48,Active,2023-07-24
LOAN01369,CUST04084,BR005,Personal Loan,820000.00,13.11,24,Closed,2022-05-10
LOAN01370,CUST02080,BR005,Auto Loan,1008000.00,9.60,84,Active,2023-09-28
LOAN01371,CUST04305,BR032,Auto Loan,520000.00,9.07,84,Active,2022-01-11
LOAN01372,CUST04700,BR023,Business Loan,5569000.00,11.66,84,Active,2018-04-30
LOAN01373,CUST04764,BR037,Auto Loan,361000.00,9.26,36,Active,2023-08-10
LOAN01374,CUST01091,BR009,Personal Loan,1101000.00,13.68,60,Active,2023-08-13
